# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: gtn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.7287        898        175         63         37      0.175      0.370      0.797      0.603      0.650 
Train:          1     1.7287       3522        770        230        168      0.179      0.422      0.787      0.621      0.690 
All:          1     1.7287       4398        967        292        206      0.176      0.414      0.785      0.617      0.682 
Test:          2     2.6996        896        177         67         33      0.157      0.330      0.792      0.583      0.636 
Train:          2     2.6996       3519        773        233        165      0.176      0.415      0.786      0.617      0.668 
All:          2     2.6996       4396        969        294        204      0.174      0.410      0.785      0.615      0.661 
Test:          3     1.8156        891        182         71         29      0.137      0.290      0.784      0.560      0.617 
Train:          3     1.8156       3502        790        250        148      0.158      0.372      0.778      0.594      0.616 
All:          3     1.8156       4373        992        317        181      0.154      0.363      0.777      0.589      0.616 
Test:          4     1.3331        888        185         67         33      0.151      0.330      0.785      0.579      0.589 
Train:          4     1.3331       3488        804        264        134      0.143      0.337      0.772      0.575      0.575 
All:          4     1.3331       4359       1006        331        167      0.142      0.335      0.772      0.574      0.578 
Test:          5      1.398        869        204         68         32      0.136      0.320      0.768      0.565      0.588 
Train:          5      1.398       3473        819        279        119      0.127      0.299      0.766      0.554      0.570 
All:          5      1.398       4343       1022        347        151      0.129      0.303      0.767      0.556      0.574 
Test:          6     1.4635        874        199         69         31      0.135      0.310      0.772      0.562      0.615 
Train:          6     1.4635       3492        800        260        138      0.147      0.347      0.774      0.580      0.612 
All:          6     1.4635       4361       1004        329        169      0.144      0.339      0.773      0.576      0.613 
Test:          7     1.3241        880        193         63         37      0.161      0.370      0.782      0.595      0.658 
Train:          7     1.3241       3512        780        240        158      0.168      0.397      0.783      0.608      0.669 
All:          7     1.3241       4387        978        303        195      0.166      0.392      0.782      0.605      0.667 
Test:          8     1.1955        877        196         62         38      0.162      0.380      0.780      0.599      0.690 
Train:          8     1.1955       3528        764        224        174      0.186      0.437      0.789      0.630      0.710 
All:          8     1.1955       4404        961        286        212      0.181      0.426      0.787      0.623      0.706 
Test:          9     1.1824        884        189         63         37      0.164      0.370      0.785      0.597      0.706 
Train:          9     1.1824       3541        751        211        187      0.199      0.470      0.795      0.647      0.730 
All:          9     1.1824       4417        948        273        225      0.192      0.452      0.792      0.638      0.725 
Test:         10     1.1694        883        190         60         40      0.174      0.400      0.787      0.611      0.711 
Train:         10     1.1694       3548        744        204        194      0.207      0.487      0.798      0.657      0.738 
All:         10     1.1694       4426        939        264        234      0.199      0.470      0.795      0.647      0.733 
Test:         11     1.2071        881        192         59         41      0.176      0.410      0.786      0.616      0.713 
Train:         11     1.2071       3549        743        203        195      0.208      0.490      0.798      0.658      0.742 
All:         11     1.2071       4428        937        262        236      0.201      0.474      0.795      0.650      0.736 
Test:         12     1.2162        881        192         57         43      0.183      0.430      0.788      0.626      0.714 
Train:         12     1.2162       3550        742        202        196      0.209      0.492      0.799      0.660      0.744 
All:         12     1.2162       4431        934        259        239      0.204      0.480      0.797      0.653      0.738 
Test:         13     1.2403        890        183         56         44      0.194      0.440      0.796      0.635      0.715 
Train:         13     1.2403       3550        742        202        196      0.209      0.492      0.799      0.660      0.745 
All:         13     1.2403       4433        932        257        241      0.205      0.484      0.797      0.655      0.739 
Test:         14      1.174        890        183         58         42      0.187      0.420      0.795      0.625      0.714 
Train:         14      1.174       3547        745        205        193      0.206      0.485      0.797      0.656      0.743 
All:         14      1.174       4428        937        262        236      0.201      0.474      0.795      0.650      0.738 
Test:         15      1.142        887        186         59         41      0.181      0.410      0.791      0.618      0.711 
Train:         15      1.142       3546        746        206        192      0.205      0.482      0.797      0.654      0.740 
All:         15      1.142       4425        940        265        233      0.199      0.468      0.794      0.646      0.735 
Test:         16     1.1423        888        185         57         43      0.189      0.430      0.794      0.629      0.706 
Train:         16     1.1423       3544        748        208        190      0.203      0.477      0.796      0.652      0.735 
All:         16     1.1423       4425        940        265        233      0.199      0.468      0.794      0.646      0.730 
Test:         17     1.1376        890        183         59         41      0.183      0.410      0.794      0.620      0.700 
Train:         17     1.1376       3543        749        209        189      0.201      0.475      0.796      0.650      0.731 
All:         17     1.1376       4425        940        265        233      0.199      0.468      0.794      0.646      0.725 
Test:         18     1.1323        888        185         58         42      0.185      0.420      0.793      0.624      0.695 
Train:         18     1.1323       3541        751        211        187      0.199      0.470      0.795      0.647      0.729 
All:         18     1.1323       4423        942        267        231      0.197      0.464      0.794      0.644      0.722 
Test:         19     1.1466        889        184         58         42      0.186      0.420      0.794      0.624      0.691 
Train:         19     1.1466       3546        746        206        192      0.205      0.482      0.797      0.654      0.731 
All:         19     1.1466       4426        939        264        234      0.199      0.470      0.795      0.647      0.723 
Test:         20      1.149        895        178         59         41      0.187      0.410      0.798      0.622      0.688 
Train:         20      1.149       3554        738        198        200      0.213      0.503      0.800      0.665      0.735 
All:         20      1.149       4434        931        256        242      0.206      0.486      0.798      0.656      0.726 
Test:         21     1.1274        899        174         58         42      0.194      0.420      0.802      0.629      0.688 
Train:         21     1.1274       3557        735        195        203      0.216      0.510      0.802      0.669      0.740 
All:         21     1.1274       4440        925        250        248      0.211      0.498      0.800      0.663      0.730 
Test:         22     1.1261        895        178         58         42      0.191      0.420      0.799      0.627      0.688 
Train:         22     1.1261       3559        733        193        205      0.219      0.515      0.803      0.672      0.744 
All:         22     1.1261       4439        926        251        247      0.211      0.496      0.799      0.662      0.733 
Test:         23     1.1267        894        179         59         41      0.186      0.410      0.797      0.622      0.689 
Train:         23     1.1267       3558        734        194        204      0.217      0.513      0.802      0.671      0.748 
All:         23     1.1267       4438        927        252        246      0.210      0.494      0.799      0.661      0.736 
Test:         24     1.1036        897        176         60         40      0.185      0.400      0.799      0.618      0.689 
Train:         24     1.1036       3562        730        190        208      0.222      0.523      0.804      0.676      0.751 
All:         24     1.1036       4442        923        248        250      0.213      0.502      0.800      0.665      0.739 
Test:         25     1.0996        897        176         59         41      0.189      0.410      0.800      0.623      0.690 
Train:         25     1.0996       3563        729        189        209      0.223      0.525      0.804      0.678      0.754 
All:         25     1.0996       4444        921        246        252      0.215      0.506      0.801      0.667      0.741 
Test:         26     1.1027        897        176         60         40      0.185      0.400      0.799      0.618      0.690 
Train:         26     1.1027       3563        729        189        209      0.223      0.525      0.804      0.678      0.756 
All:         26     1.1027       4441        924        249        249      0.212      0.500      0.800      0.664      0.743 
Test:         27     1.1099        897        176         61         39      0.181      0.390      0.798      0.613      0.690 
